M_smoothness,max_abs_pre,mean_post_abs,worst_case_post,indistinguishable_from_extrapolated_trend
0.0,0.17327533281176538,0.2582768018965945,0.2582768018965945,False
0.5,0.17327533281176538,0.2582768018965945,0.17163913549071183,False
1.0,0.17327533281176538,0.2582768018965945,0.08500146908482914,False
1.5,0.17327533281176538,0.2582768018965945,-0.0016361973210535785,True
2.0,0.17327533281176538,0.2582768018965945,-0.08827386372693624,True
3.0,0.17327533281176538,0.2582768018965945,-0.2615491965387017,True
