Mbar,lb,ub,contains_zero
Original,-0.10028767989459135,-0.02560016238694786,False
0.0,-0.09766007041866664,-0.028723550123137265,False
0.5,-0.166596590714196,0.040212970172392115,True
1.0,-0.2546821444251502,0.1321283305664313,True
1.5,-0.35042731150227435,0.22404369096047044,True
2.0,-0.38106576496695405,0.31978885803759455,True
