budget,oracle,calibrated,naive,random,regret_calibrated,regret_naive
0.1,0.19217319767293525,0.19073646638708072,0.18542658605093976,0.08350274092549073,0.007476231354071252,0.03510693324402988
0.25,0.3805666642179818,0.3805317941384624,0.3608070904659078,0.23440774934641945,9.162673139294795e-05,0.05192145190298659
0.4,0.5459025527706546,0.5459025527706546,0.5217023179730772,0.3849443903047695,0.0,0.04433068626397214
0.5,0.64518372890491,0.6448172732168634,0.6261806196408464,0.4840836468809657,0.0005679865620117293,0.029453794962123785
